"","sample","feature","X1","X2","value","condition"
"46",1,10,FALSE,FALSE,0.940435561764645,"Neither"
"47",2,10,FALSE,FALSE,4.53463115464791,"Neither"
"48",3,10,FALSE,FALSE,3.0243944001477,"Neither"
"49",4,10,FALSE,FALSE,2.35697190915677,"Neither"
"50",5,10,FALSE,FALSE,3.06447881006209,"Neither"
"51",1,11,FALSE,FALSE,0.582927707931031,"Neither"
"52",2,11,FALSE,FALSE,1.31169725828929,"Neither"
"53",3,11,FALSE,FALSE,1.646764230885,"Neither"
"54",4,11,FALSE,FALSE,3.65647702505376,"Neither"
"55",5,11,FALSE,FALSE,1.77205788247091,"Neither"
"56",1,12,FALSE,FALSE,3.60420119721953,"Neither"
"57",2,12,FALSE,FALSE,2.09322837068041,"Neither"
"58",3,12,FALSE,FALSE,2.76163166072547,"Neither"
"59",4,12,FALSE,FALSE,2.51002723757473,"Neither"
"60",5,12,FALSE,FALSE,3.56811146867357,"Neither"
"61",1,13,FALSE,FALSE,1.66915615274598,"Neither"
"62",2,13,FALSE,FALSE,1.2729980578594,"Neither"
"63",3,13,FALSE,FALSE,1.74680139512327,"Neither"
"64",4,13,FALSE,FALSE,2.32429649421486,"Neither"
"65",5,13,FALSE,FALSE,2.85194512349698,"Neither"
"66",1,14,FALSE,FALSE,2.34556750792541,"Neither"
"67",2,14,FALSE,FALSE,3.94490200648184,"Neither"
"68",3,14,FALSE,FALSE,2.9171178454725,"Neither"
"69",4,14,FALSE,FALSE,2.28007709821311,"Neither"
"70",5,14,FALSE,FALSE,2.26271595372044,"Neither"
"71",1,15,FALSE,FALSE,1.75573356295378,"Neither"
"72",2,15,FALSE,FALSE,3.41726307993208,"Neither"
"73",3,15,FALSE,FALSE,1.03101339246114,"Neither"
"74",4,15,FALSE,FALSE,5.12642607283376,"Neither"
"75",5,15,FALSE,FALSE,1.58330382200429,"Neither"
"76",1,16,FALSE,FALSE,1.53854769651704,"Neither"
"77",2,16,FALSE,FALSE,2.02086729978346,"Neither"
"78",3,16,FALSE,FALSE,2.41779567829096,"Neither"
"79",4,16,FALSE,FALSE,4.87264155561137,"Neither"
"80",5,16,FALSE,FALSE,3.6825847211069,"Neither"
"81",1,17,FALSE,FALSE,2.49108677806216,"Neither"
"82",2,17,FALSE,FALSE,2.88431770502201,"Neither"
"83",3,17,FALSE,FALSE,1.90800990458108,"Neither"
"84",4,17,FALSE,FALSE,3.39024905794328,"Neither"
"85",5,17,FALSE,FALSE,4.60377984755528,"Neither"
"86",1,18,FALSE,FALSE,2.70549942045188,"Neither"
"87",2,18,FALSE,FALSE,2.4381318835028,"Neither"
"88",3,18,FALSE,FALSE,2.96018584090506,"Neither"
"89",4,18,FALSE,FALSE,1.19269919419728,"Neither"
"90",5,18,FALSE,FALSE,1.68299136433911,"Neither"
"91",1,19,FALSE,FALSE,4.34906107696771,"Neither"
"92",2,19,FALSE,FALSE,3.22614347416074,"Neither"
"93",3,19,FALSE,FALSE,1.56858872101371,"Neither"
"94",4,19,FALSE,FALSE,1.24267083386164,"Neither"
"95",5,19,FALSE,FALSE,3.42139030997934,"Neither"
"96",1,20,FALSE,FALSE,1.34946939120513,"Neither"
"97",2,20,FALSE,FALSE,4.00236046260329,"Neither"
"98",3,20,FALSE,FALSE,2.83241848476941,"Neither"
"99",4,20,FALSE,FALSE,2.1922541643798,"Neither"
"100",5,20,FALSE,FALSE,2.6535388187603,"Neither"
"101",1,21,FALSE,FALSE,2.936460149582,"Neither"
"102",2,21,FALSE,FALSE,2.58552331326594,"Neither"
"103",3,21,FALSE,FALSE,2.0102993054569,"Neither"
"104",4,21,FALSE,FALSE,2.5341849758632,"Neither"
"105",5,21,FALSE,FALSE,1.67918450413981,"Neither"
"106",1,22,FALSE,FALSE,1.03528606904333,"Neither"
"107",2,22,FALSE,FALSE,2.02289812793824,"Neither"
"108",3,22,FALSE,FALSE,1.31234485020825,"Neither"
"109",4,22,FALSE,FALSE,1.7711234220959,"Neither"
"110",5,22,FALSE,FALSE,2.63439258096351,"Neither"
"111",1,23,FALSE,FALSE,1.37910660639682,"Neither"
"112",2,23,FALSE,FALSE,3.09964358659718,"Neither"
"113",3,23,FALSE,FALSE,4.03575189013042,"Neither"
"114",4,23,FALSE,FALSE,3.3237644526771,"Neither"
"115",5,23,FALSE,FALSE,2.79702026425585,"Neither"
"116",1,24,FALSE,FALSE,4.31967361375538,"Neither"
"117",2,24,FALSE,FALSE,1.57061819518104,"Neither"
"118",3,24,FALSE,FALSE,3.80674677997863,"Neither"
"119",4,24,FALSE,FALSE,2.52092814382572,"Neither"
"120",5,24,FALSE,FALSE,3.86602653050899,"Neither"
"121",1,25,FALSE,FALSE,2.71659681030159,"Neither"
"122",2,25,FALSE,FALSE,2.15241724428577,"Neither"
"123",3,25,FALSE,FALSE,3.00343417959322,"Neither"
"124",4,25,FALSE,FALSE,2.18874965195239,"Neither"
"125",5,25,FALSE,FALSE,1.76929536235052,"Neither"
"126",1,26,FALSE,FALSE,2.70803174913138,"Neither"
"127",2,26,FALSE,FALSE,2.61992934918652,"Neither"
"128",3,26,FALSE,FALSE,2.95383770435297,"Neither"
"129",4,26,FALSE,FALSE,2.43535357084743,"Neither"
"130",5,26,FALSE,FALSE,3.06174627920795,"Neither"
"131",1,27,FALSE,FALSE,3.50810021108739,"Neither"
"132",2,27,FALSE,FALSE,3.64059964902098,"Neither"
"133",3,27,FALSE,FALSE,2.21860127953821,"Neither"
"134",4,27,FALSE,FALSE,2.81550765130435,"Neither"
"135",5,27,FALSE,FALSE,2.09011701672971,"Neither"
"136",1,28,FALSE,FALSE,3.00770211277641,"Neither"
"137",2,28,FALSE,FALSE,2.50581221413533,"Neither"
"138",3,28,FALSE,FALSE,3.23633684859175,"Neither"
"139",4,28,FALSE,FALSE,2.32182335693702,"Neither"
"140",5,28,FALSE,FALSE,4.20668464076503,"Neither"
"141",1,29,FALSE,FALSE,-0.567994776319706,"Neither"
"142",2,29,FALSE,FALSE,2.14608763698551,"Neither"
"143",3,29,FALSE,FALSE,1.00123640830414,"Neither"
"144",4,29,FALSE,FALSE,2.96680660919095,"Neither"
"145",5,29,FALSE,FALSE,2.02524863407868,"Neither"
"146",1,30,FALSE,FALSE,3.9847508410971,"Neither"
"147",2,30,FALSE,FALSE,-0.0878831450155637,"Neither"
"148",3,30,FALSE,FALSE,4.19589235142401,"Neither"
"149",4,30,FALSE,FALSE,2.93298473772709,"Neither"
"150",5,30,FALSE,FALSE,1.06190991807563,"Neither"
"151",1,31,FALSE,FALSE,1.13710059125687,"Neither"
"152",2,31,FALSE,FALSE,1.71579679423309,"Neither"
"153",3,31,FALSE,FALSE,4.02307128821991,"Neither"
"154",4,31,FALSE,FALSE,2.99146455032257,"Neither"
"155",5,31,FALSE,FALSE,3.53450123349482,"Neither"
"156",1,32,FALSE,FALSE,2.50116073565398,"Neither"
"157",2,32,FALSE,FALSE,4.09310248058797,"Neither"
"158",3,32,FALSE,FALSE,2.75160784078941,"Neither"
"159",4,32,FALSE,FALSE,1.85706987274786,"Neither"
"160",5,32,FALSE,FALSE,0.60523248953171,"Neither"
"161",1,33,FALSE,FALSE,3.6161785487702,"Neither"
"162",2,33,FALSE,FALSE,3.36775047649643,"Neither"
"163",3,33,FALSE,FALSE,2.15656062217328,"Neither"
"164",4,33,FALSE,FALSE,1.26196808049936,"Neither"
"165",5,33,FALSE,FALSE,2.00142206982037,"Neither"
"166",1,34,FALSE,FALSE,1.97075417273371,"Neither"
"167",2,34,FALSE,FALSE,2.80938783679215,"Neither"
"168",3,34,FALSE,FALSE,3.1032816434115,"Neither"
"169",4,34,FALSE,FALSE,2.97020984669371,"Neither"
"170",5,34,FALSE,FALSE,2.50542866254508,"Neither"
"171",1,35,FALSE,FALSE,3.01778758301688,"Neither"
"172",2,35,FALSE,FALSE,4.22540649812261,"Neither"
"173",3,35,FALSE,FALSE,2.55731278669263,"Neither"
"174",4,35,FALSE,FALSE,2.21637020262698,"Neither"
"175",5,35,FALSE,FALSE,3.02079038540015,"Neither"
"176",1,36,FALSE,FALSE,3.78361866491158,"Neither"
"177",2,36,FALSE,FALSE,3.26979667237571,"Neither"
"178",3,36,FALSE,FALSE,6.21309455132974,"Neither"
"179",4,36,FALSE,FALSE,3.96715474997702,"Neither"
"180",5,36,FALSE,FALSE,2.47931036128199,"Neither"
"181",1,37,FALSE,FALSE,3.50100665438671,"Neither"
"182",2,37,FALSE,FALSE,2.71826751405793,"Neither"
"183",3,37,FALSE,FALSE,3.1582845172432,"Neither"
"184",4,37,FALSE,FALSE,4.43907111191011,"Neither"
"185",5,37,FALSE,FALSE,1.72464369397054,"Neither"
"186",1,38,FALSE,FALSE,3.08696223400219,"Neither"
"187",2,38,FALSE,FALSE,2.94708405218424,"Neither"
"188",3,38,FALSE,FALSE,1.25609224157609,"Neither"
"189",4,38,FALSE,FALSE,2.34686155606509,"Neither"
"190",5,38,FALSE,FALSE,1.59026346685518,"Neither"
"191",1,39,FALSE,FALSE,3.19170687014937,"Neither"
"192",2,39,FALSE,FALSE,1.72550116916643,"Neither"
"193",3,39,FALSE,FALSE,4.268320362097,"Neither"
"194",4,39,FALSE,FALSE,1.7815992697621,"Neither"
"195",5,39,FALSE,FALSE,1.97601212276157,"Neither"
"196",1,40,FALSE,FALSE,2.93848552359685,"Neither"
"197",2,40,FALSE,FALSE,1.96494267644832,"Neither"
"198",3,40,FALSE,FALSE,2.48980085868571,"Neither"
"199",4,40,FALSE,FALSE,2.71100822737756,"Neither"
"200",5,40,FALSE,FALSE,2.83278110913319,"Neither"
"201",1,41,FALSE,FALSE,2.12530854097482,"Neither"
"202",2,41,FALSE,FALSE,1.99337896158151,"Neither"
"203",3,41,FALSE,FALSE,1.41648343615018,"Neither"
"204",4,41,FALSE,FALSE,3.51606680237133,"Neither"
"205",5,41,FALSE,FALSE,2.66488239558645,"Neither"
"206",1,42,FALSE,FALSE,2.11186265275808,"Neither"
"207",2,42,FALSE,FALSE,2.54098693467372,"Neither"
"208",3,42,FALSE,FALSE,4.94756823151413,"Neither"
"209",4,42,FALSE,FALSE,1.24079994596529,"Neither"
"210",5,42,FALSE,FALSE,1.12157829586826,"Neither"
"211",1,43,FALSE,FALSE,1.69403317701269,"Neither"
"212",2,43,FALSE,FALSE,2.68249938325122,"Neither"
"213",3,43,FALSE,FALSE,3.13177814573258,"Neither"
"214",4,43,FALSE,FALSE,0.974232333565854,"Neither"
"215",5,43,FALSE,FALSE,3.31178259760776,"Neither"
"216",1,44,FALSE,FALSE,3.94042981875702,"Neither"
"217",2,44,FALSE,FALSE,2.10455173783337,"Neither"
"218",3,44,FALSE,FALSE,2.69865389055606,"Neither"
"219",4,44,FALSE,FALSE,3.159826119312,"Neither"
"220",5,44,FALSE,FALSE,2.20600612327647,"Neither"
"221",1,45,FALSE,FALSE,1.82884090299097,"Neither"
"222",2,45,FALSE,FALSE,3.17089765049645,"Neither"
"223",3,45,FALSE,FALSE,1.43965529203905,"Neither"
"224",4,45,FALSE,FALSE,5.57243885361037,"Neither"
"225",5,45,FALSE,FALSE,3.89464245461178,"Neither"
"226",1,46,FALSE,FALSE,2.95415644893732,"Neither"
"227",2,46,FALSE,FALSE,3.09212135526973,"Neither"
"228",3,46,FALSE,FALSE,2.86575307326173,"Neither"
"229",4,46,FALSE,FALSE,2.42882319269273,"Neither"
"230",5,46,FALSE,FALSE,1.83492430303563,"Neither"
"231",1,47,FALSE,FALSE,5.15776859652012,"Neither"
"232",2,47,FALSE,FALSE,3.40101266746167,"Neither"
"233",3,47,FALSE,FALSE,2.46528648578589,"Neither"
"234",4,47,FALSE,FALSE,2.48369169661475,"Neither"
"235",5,47,FALSE,FALSE,1.56917009150139,"Neither"
"236",1,48,FALSE,FALSE,0.957441816425465,"Neither"
"237",2,48,FALSE,FALSE,1.60374479616239,"Neither"
"238",3,48,FALSE,FALSE,2.37679874020075,"Neither"
"239",4,48,FALSE,FALSE,3.27150176284942,"Neither"
"240",5,48,FALSE,FALSE,2.74466681379617,"Neither"
"241",1,49,FALSE,FALSE,4.0314798633699,"Neither"
"242",2,49,FALSE,FALSE,3.54314030199156,"Neither"
"243",3,49,FALSE,FALSE,1.94903431990131,"Neither"
"244",4,49,FALSE,FALSE,5.10620571106785,"Neither"
"245",5,49,FALSE,FALSE,1.81139193860179,"Neither"
"246",1,50,FALSE,FALSE,2.22386613988358,"Neither"
"247",2,50,FALSE,FALSE,3.54181609078945,"Neither"
"248",3,50,FALSE,FALSE,3.02760926406481,"Neither"
"249",4,50,FALSE,FALSE,-0.575366825975276,"Neither"
"250",5,50,FALSE,FALSE,3.26639077558997,"Neither"
"251",1,51,FALSE,FALSE,3.46466950939264,"Neither"
"252",2,51,FALSE,FALSE,1.40286884680983,"Neither"
"253",3,51,FALSE,FALSE,3.1208068473091,"Neither"
"254",4,51,FALSE,FALSE,2.63851000344798,"Neither"
"255",5,51,FALSE,FALSE,2.50177142163156,"Neither"
"256",1,52,FALSE,FALSE,1.78494575255425,"Neither"
"257",2,52,FALSE,FALSE,2.28086103321657,"Neither"
"258",3,52,FALSE,FALSE,4.23821651752315,"Neither"
"259",4,52,FALSE,FALSE,4.00959376465084,"Neither"
"260",5,52,FALSE,FALSE,2.56159869830887,"Neither"
"261",1,53,FALSE,FALSE,2.6978167155351,"Neither"
"262",2,53,FALSE,FALSE,2.34244750610446,"Neither"
"263",3,53,FALSE,FALSE,2.23489701791352,"Neither"
"264",4,53,FALSE,FALSE,0.549017449400406,"Neither"
"265",5,53,FALSE,FALSE,3.11192344621989,"Neither"
"266",1,54,FALSE,FALSE,1.85252259244624,"Neither"
"267",2,54,FALSE,FALSE,2.65341281385597,"Neither"
"268",3,54,FALSE,FALSE,3.92981589829555,"Neither"
"269",4,54,FALSE,FALSE,2.74553621538746,"Neither"
"270",5,54,FALSE,FALSE,1.82561736150508,"Neither"
"271",1,55,FALSE,FALSE,3.6030816612325,"Neither"
"272",2,55,FALSE,FALSE,3.02523091312868,"Neither"
"273",3,55,FALSE,FALSE,1.87973214549801,"Neither"
"274",4,55,FALSE,FALSE,3.76825476721364,"Neither"
"275",5,55,FALSE,FALSE,3.51353246159878,"Neither"
"276",1,56,FALSE,FALSE,3.40992434348766,"Neither"
"277",2,56,FALSE,FALSE,1.74351956834153,"Neither"
"278",3,56,FALSE,FALSE,1.94691195421478,"Neither"
"279",4,56,FALSE,FALSE,2.56076550521701,"Neither"
"280",5,56,FALSE,FALSE,3.0137851560791,"Neither"
"281",1,57,FALSE,FALSE,2.15378680446815,"Neither"
"282",2,57,FALSE,FALSE,2.60033463180647,"Neither"
"283",3,57,FALSE,FALSE,2.78275571764135,"Neither"
"284",4,57,FALSE,FALSE,1.30642642372783,"Neither"
"285",5,57,FALSE,FALSE,2.53377859139097,"Neither"
"286",1,58,FALSE,FALSE,3.11279507707764,"Neither"
"287",2,58,FALSE,FALSE,3.10939246813604,"Neither"
"288",3,58,FALSE,FALSE,2.21696130731277,"Neither"
"289",4,58,FALSE,FALSE,2.64495887066262,"Neither"
"290",5,58,FALSE,FALSE,3.76650293851573,"Neither"
"291",1,59,FALSE,FALSE,2.77112412852188,"Neither"
"292",2,59,FALSE,FALSE,1.93559635816672,"Neither"
"293",3,59,FALSE,FALSE,5.18028600184758,"Neither"
"294",4,59,FALSE,FALSE,1.86747834916813,"Neither"
"295",5,59,FALSE,FALSE,3.69905549853116,"Neither"
"296",1,60,FALSE,FALSE,1.73271571811043,"Neither"
"297",2,60,FALSE,FALSE,3.86077295927692,"Neither"
"298",3,60,FALSE,FALSE,3.58441635997217,"Neither"
"299",4,60,FALSE,FALSE,2.45840742528959,"Neither"
"300",5,60,FALSE,FALSE,2.09346281118431,"Neither"
"301",1,61,FALSE,FALSE,0.744727567470672,"Neither"
"302",2,61,FALSE,FALSE,3.41808766088655,"Neither"
"303",3,61,FALSE,FALSE,2.83346238042577,"Neither"
"304",4,61,FALSE,FALSE,1.93134732192772,"Neither"
"305",5,61,FALSE,FALSE,2.48982456373141,"Neither"
"306",1,62,FALSE,FALSE,2.81047566444742,"Neither"
"307",2,62,FALSE,FALSE,2.2345666803034,"Neither"
"308",3,62,FALSE,FALSE,4.25023564787436,"Neither"
"309",4,62,FALSE,FALSE,3.15751972085939,"Neither"
"310",5,62,FALSE,FALSE,0.74037305335412,"Neither"
"311",1,63,FALSE,FALSE,2.69318760965193,"Neither"
"312",2,63,FALSE,FALSE,1.50511255948758,"Neither"
"313",3,63,FALSE,FALSE,1.54334331945241,"Neither"
"314",4,63,FALSE,FALSE,0.665527824883302,"Neither"
"315",5,63,FALSE,FALSE,3.54660616696141,"Neither"
"316",1,64,FALSE,FALSE,2.79130853720877,"Neither"
"317",2,64,FALSE,FALSE,1.67041576287756,"Neither"
"318",3,64,FALSE,FALSE,1.11893723124013,"Neither"
"319",4,64,FALSE,FALSE,3.38630366019981,"Neither"
"320",5,64,FALSE,FALSE,3.64963888383207,"Neither"
"321",1,65,FALSE,FALSE,2.2044782264538,"Neither"
"322",2,65,FALSE,FALSE,4.02945978927202,"Neither"
"323",3,65,FALSE,FALSE,2.80101667300312,"Neither"
"324",4,65,FALSE,FALSE,2.46877472692856,"Neither"
"325",5,65,FALSE,FALSE,4.08679816759782,"Neither"
"326",1,66,FALSE,FALSE,1.89140433513844,"Neither"
"327",2,66,FALSE,FALSE,3.37981247812364,"Neither"
"328",3,66,FALSE,FALSE,2.54371206261302,"Neither"
"329",4,66,FALSE,FALSE,2.68241167408496,"Neither"
"330",5,66,FALSE,FALSE,2.1726375250783,"Neither"
"331",1,67,FALSE,FALSE,2.36068507261909,"Neither"
"332",2,67,FALSE,FALSE,0.305156326368335,"Neither"
"333",3,67,FALSE,FALSE,1.84350720337251,"Neither"
"334",4,67,FALSE,FALSE,3.26496768633909,"Neither"
"335",5,67,FALSE,FALSE,1.88014186625148,"Neither"
"336",1,68,FALSE,FALSE,2.64001603172555,"Neither"
"337",2,68,FALSE,FALSE,2.63320725294409,"Neither"
"338",3,68,FALSE,FALSE,3.65099573817208,"Neither"
"339",4,68,FALSE,FALSE,2.13616426116431,"Neither"
"340",5,68,FALSE,FALSE,1.88755682913809,"Neither"
"341",1,69,FALSE,FALSE,1.49652097632359,"Neither"
"342",2,69,FALSE,FALSE,2.91397783364327,"Neither"
"343",3,69,FALSE,FALSE,2.23924300208808,"Neither"
"344",4,69,FALSE,FALSE,2.57102919440625,"Neither"
"345",5,69,FALSE,FALSE,0.240779230943926,"Neither"
"346",1,70,FALSE,FALSE,2.58281500162016,"Neither"
"347",2,70,FALSE,FALSE,3.551949766044,"Neither"
"348",3,70,FALSE,FALSE,2.27798519203944,"Neither"
"349",4,70,FALSE,FALSE,1.53588192054381,"Neither"
"350",5,70,FALSE,FALSE,3.09339216149884,"Neither"
"351",1,71,FALSE,FALSE,1.95600397645159,"Neither"
"352",2,71,FALSE,FALSE,3.05033515342607,"Neither"
"353",3,71,FALSE,FALSE,1.40390438385284,"Neither"
"354",4,71,FALSE,FALSE,3.1490962922916,"Neither"
"355",5,71,FALSE,FALSE,3.07871039999069,"Neither"
"356",1,72,FALSE,FALSE,3.66958632875413,"Neither"
"357",2,72,FALSE,FALSE,3.75272453072965,"Neither"
"358",3,72,FALSE,FALSE,2.24312556398042,"Neither"
"359",4,72,FALSE,FALSE,2.30150682080121,"Neither"
"360",5,72,FALSE,FALSE,0.804951194078982,"Neither"
"361",1,73,FALSE,FALSE,1.76901420261553,"Neither"
"362",2,73,FALSE,FALSE,3.82545229826944,"Neither"
"363",3,73,FALSE,FALSE,2.93943380612603,"Neither"
"364",4,73,FALSE,FALSE,3.43147306102084,"Neither"
"365",5,73,FALSE,FALSE,2.33944010302952,"Neither"
"366",1,74,FALSE,FALSE,2.97758870181522,"Neither"
"367",2,74,FALSE,FALSE,2.40618056922631,"Neither"
"368",3,74,FALSE,FALSE,1.92571717552857,"Neither"
"369",4,74,FALSE,FALSE,1.07941073217641,"Neither"
"370",5,74,FALSE,FALSE,4.50209301103317,"Neither"
"371",1,75,FALSE,FALSE,2.24600720947992,"Neither"
"372",2,75,FALSE,FALSE,2.4830208595205,"Neither"
"373",3,75,FALSE,FALSE,2.21679467370161,"Neither"
"374",4,75,FALSE,FALSE,1.58568537217274,"Neither"
"375",5,75,FALSE,FALSE,2.20816309051892,"Neither"
"376",1,76,FALSE,FALSE,3.80286147671256,"Neither"
"377",2,76,FALSE,FALSE,2.43243751320054,"Neither"
"378",3,76,FALSE,FALSE,3.34453306648116,"Neither"
"379",4,76,FALSE,FALSE,3.44285634470868,"Neither"
"380",5,76,FALSE,FALSE,1.26086279633605,"Neither"
"381",1,77,FALSE,FALSE,0.478631341611374,"Neither"
"382",2,77,FALSE,FALSE,2.10005112760917,"Neither"
"383",3,77,FALSE,FALSE,1.34224345377436,"Neither"
"384",4,77,FALSE,FALSE,3.6189575110088,"Neither"
"385",5,77,FALSE,FALSE,1.18637909404471,"Neither"
"386",1,78,FALSE,FALSE,3.25764457436212,"Neither"
"387",2,78,FALSE,FALSE,4.48930625824306,"Neither"
"388",3,78,FALSE,FALSE,2.03795218007022,"Neither"
"389",4,78,FALSE,FALSE,1.96135225633282,"Neither"
"390",5,78,FALSE,FALSE,1.42911919202811,"Neither"
"391",1,79,FALSE,FALSE,3.48725136660777,"Neither"
"392",2,79,FALSE,FALSE,3.97998945838755,"Neither"
"393",3,79,FALSE,FALSE,2.00727615971774,"Neither"
"394",4,79,FALSE,FALSE,4.77196541191667,"Neither"
"395",5,79,FALSE,FALSE,2.89437197330796,"Neither"
"396",1,80,FALSE,FALSE,1.93970928765503,"Neither"
"397",2,80,FALSE,FALSE,4.26230605655793,"Neither"
"398",3,80,FALSE,FALSE,3.54392453111737,"Neither"
"399",4,80,FALSE,FALSE,1.72397598275323,"Neither"
"400",5,80,FALSE,FALSE,2.62421524683488,"Neither"
"401",1,81,FALSE,FALSE,1.53350349699725,"Neither"
"402",2,81,FALSE,FALSE,2.89906728746757,"Neither"
"403",3,81,FALSE,FALSE,3.12491859373992,"Neither"
"404",4,81,FALSE,FALSE,1.69897197932272,"Neither"
"405",5,81,FALSE,FALSE,1.80394356679008,"Neither"
"406",1,82,FALSE,FALSE,2.98575883924772,"Neither"
"407",2,82,FALSE,FALSE,3.07522417858934,"Neither"
"408",3,82,FALSE,FALSE,3.51679923407196,"Neither"
"409",4,82,FALSE,FALSE,0.989189730104005,"Neither"
"410",5,82,FALSE,FALSE,1.98559418832339,"Neither"
"411",1,83,FALSE,FALSE,1.5982455450172,"Neither"
"412",2,83,FALSE,FALSE,3.61691617452253,"Neither"
"413",3,83,FALSE,FALSE,2.6346755018275,"Neither"
"414",4,83,FALSE,FALSE,2.22928108234859,"Neither"
"415",5,83,FALSE,FALSE,2.68239224851548,"Neither"
"416",1,84,FALSE,FALSE,2.45207295055672,"Neither"
"417",2,84,FALSE,FALSE,1.80202175065499,"Neither"
"418",3,84,FALSE,FALSE,1.7144492067991,"Neither"
"419",4,84,FALSE,FALSE,2.61621986425404,"Neither"
"420",5,84,FALSE,FALSE,2.09024606855491,"Neither"
"421",1,85,FALSE,FALSE,3.56038381734175,"Neither"
"422",2,85,FALSE,FALSE,1.78680115449895,"Neither"
"423",3,85,FALSE,FALSE,1.18691681047639,"Neither"
"424",4,85,FALSE,FALSE,2.76841735314834,"Neither"
"425",5,85,FALSE,FALSE,2.81725804393761,"Neither"
"426",1,86,FALSE,FALSE,2.21169437635578,"Neither"
"427",2,86,FALSE,FALSE,2.20910641759083,"Neither"
"428",3,86,FALSE,FALSE,3.16506043103669,"Neither"
"429",4,86,FALSE,FALSE,2.87482822391274,"Neither"
"430",5,86,FALSE,FALSE,0.833377372905294,"Neither"
"431",1,87,FALSE,FALSE,2.3773707203342,"Neither"
"432",2,87,FALSE,FALSE,5.34888007604345,"Neither"
"433",3,87,FALSE,FALSE,3.89010827302214,"Neither"
"434",4,87,FALSE,FALSE,2.29567889477207,"Neither"
"435",5,87,FALSE,FALSE,2.80637783568334,"Neither"
"436",1,88,FALSE,FALSE,2.07623606993745,"Neither"
"437",2,88,FALSE,FALSE,2.23680660907895,"Neither"
"438",3,88,FALSE,FALSE,2.75701595912603,"Neither"
"439",4,88,FALSE,FALSE,1.36604675089489,"Neither"
"440",5,88,FALSE,FALSE,2.24962817936977,"Neither"
"441",1,89,FALSE,FALSE,1.030361626345,"Neither"
"442",2,89,FALSE,FALSE,2.29412548343734,"Neither"
"443",3,89,FALSE,FALSE,3.36590997759908,"Neither"
"444",4,89,FALSE,FALSE,2.9618714767391,"Neither"
"445",5,89,FALSE,FALSE,1.60179548736102,"Neither"
"446",1,90,FALSE,FALSE,4.02051020966355,"Neither"
"447",2,90,FALSE,FALSE,2.02079908406012,"Neither"
"448",3,90,FALSE,FALSE,4.15656239881535,"Neither"
"449",4,90,FALSE,FALSE,3.29397404288142,"Neither"
"450",5,90,FALSE,FALSE,1.91127049322717,"Neither"
